Departamento: ANTIOQUIA, Municipio: MEDELLÍN, Centro Poblado: MEDELLÍN, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 5, Código Municipio: 5001, Código Centro Poblado: 5001000, Latitud: 6,24858636743, Longitud: -75,5760017134, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: EL TAMBO, Centro Poblado: PUENTE DEL RÍO TIMBIO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19256, Código Centro Poblado: 19256062, Latitud: 2,35703826397, Longitud: -76,8481515742, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: FLORENCIA, Centro Poblado: FLORENCIA, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19290, Código Centro Poblado: 19290000, Latitud: 1,68251705547, Longitud: -77,0725301404, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: FLORENCIA, Centro Poblado: EL ROSARIO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19290, Código Centro Poblado: 19290001, Latitud: 1,716892289, Longitud: -77,071494154, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: FLORENCIA, Centro Poblado: MARSELLA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19290, Código Centro Poblado: 19290002, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: GUACHENÉ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300000, Latitud: 3,13415024191, Longitud: -76,3921808995, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: BARRAGAN, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300004, Latitud: 3,172835229, Longitud: -76,428260736, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: CAMPOALEGRE, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300005, Latitud: 3,13858664352, Longitud: -76,3830893257, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: CAPONERA 1, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300006, Latitud: 3,18434516459, Longitud: -76,4249698041, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: CAPONERA SECTOR PALO BLANCO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300007, Latitud: 3,179928766, Longitud: -76,4290108877, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: CIENAGA HONDA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300008, Latitud: 3,09295113093, Longitud: -76,4111060116, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: GUABAL, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300009, Latitud: 3,18654383612, Longitud: -76,4084509919, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: GUABAL 1, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300010, Latitud: 3,1851320979, Longitud: -76,4124557232, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: GUABAL 2, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300011, Latitud: 3,179654748, Longitud: -76,411803611, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: LA CABAÑA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300012, Latitud: 3,16130598598, Longitud: -76,3846981251, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: LA CABAÑITA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300013, Latitud: 3,16779367812, Longitud: -76,390136724, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: LA DOMINGA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300014, Latitud: 3,10139792086, Longitud: -76,4037817246, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: LLANO DE TAULA ALTO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300015, Latitud: 3,13603890173, Longitud: -76,3675550938, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: LLANO DE TAULA BAJO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300016, Latitud: 3,1516767569, Longitud: -76,3729263201, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: MINGO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300017, Latitud: 3,20243020548, Longitud: -76,4248098248, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: OBANDO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300018, Latitud: 3,18760549128, Longitud: -76,3805172694, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: OBANDO SECTOR LA ESPERANZA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300019, Latitud: 3,17685588164, Longitud: -76,3825897293, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: SABANETA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300020, Latitud: 3,14736209834, Longitud: -76,4014131079, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: SAN ANTONIO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300021, Latitud: 3,14873872759, Longitud: -76,3894107223, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: SAN JACINTO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300022, Latitud: 3,10866030841, Longitud: -76,4094222403, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUACHENÉ, Centro Poblado: SAN JOSÉ, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19300, Código Centro Poblado: 19300023, Latitud: 3,140048661, Longitud: -76,386690226, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: GUAPÍ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318000, Latitud: 2,57134940647, Longitud: -77,8879701101, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: ALFONSO LÓPEZ (BALSITAS), Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318001, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: BENJAMÍN HERRERA (SAN VICENTE), Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318002, Latitud: 2,32165918982, Longitud: -77,7575511121, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: CALLELARGA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318003, Latitud: 2,51563451229, Longitud: -77,6123297914, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: CONCEPCIÓN DE GUAJUÍ, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318004, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: EL CARMELO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318005, Latitud: 2,63627725995, Longitud: -77,7601281875, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: SOLEDAD, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318007, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: LIMONES, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318008, Latitud: 2,61123446193, Longitud: -77,8000539596, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: EL ROSARIO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318011, Latitud: 2,35928875959, Longitud: -77,7740637639, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: SAN AGUSTÍN, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318012, Latitud: 2,51875727696, Longitud: -77,6004630013, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: SAN ANTONIO DE GUAJUÍ, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318013, Latitud: 2,5735308412, Longitud: -77,6906220485, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: SAN FRANCISCO, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318014, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: URIBE URIBE (EL NARANJO), Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318015, Latitud: 2,40688482481, Longitud: -77,7506978691, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: BOCA DE NAPÍ, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318016, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: EL ATAJO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318017, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: LLANTÍN, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318018, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: SANTA CLARA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318019, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: CASCAJERO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318020, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: CHAMÓN, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318021, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: CHANZARÁ, Tipo Centro Poblado: CABECERA INSPECCIÓN DE POLICÍA (IP), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318022, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: LAS JUNTAS, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318023, Latitud: 0,, Longitud: 0,, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: QUIROGA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318024, Latitud: 2,6115656286, Longitud: -77,825315607, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: CHUARE, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318025, Latitud: 2,4954263991, Longitud: -77,6500397377, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: SAN JOSE DE GUARE, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318026, Latitud: 2,61564612725, Longitud: -77,7503205367, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: BELÉN, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318027, Latitud: 2,50725410035, Longitud: -77,5967535928, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: CAIMITO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318028, Latitud: 2,46539201578, Longitud: -77,7508196566, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: GUAPÍ, Centro Poblado: SANTA ANA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19318, Código Centro Poblado: 19318029, Latitud: 2,4858298335, Longitud: -77,6672028264, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: INZÁ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355000, Latitud: 2,54918501375, Longitud: -76,0634951224, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: CALDERAS, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355001, Latitud: 2,63542621012, Longitud: -76,0452302996, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: PEDREGAL, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355002, Latitud: 2,51745884055, Longitud: -76,0006395478, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: PUERTO VALENCIA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355003, Latitud: 2,50120940883, Longitud: -75,9658261459, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: SAN ANDRÉS, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355004, Latitud: 2,58277206466, Longitud: -76,0463471394, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: TUMBICHUCUE, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355008, Latitud: 2,62943526538, Longitud: -76,0695660972, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: TURMINÁ, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355009, Latitud: 2,49796078112, Longitud: -76,0489059183, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: LA MILAGROSA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355016, Latitud: 2,53303389036, Longitud: -76,0859303183, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: INZÁ, Centro Poblado: YAQUIVÁ, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19355, Código Centro Poblado: 19355017, Latitud: 2,55180009822, Longitud: -76,0739884303, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: JAMBALÓ, Centro Poblado: JAMBALÓ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19364, Código Centro Poblado: 19364000, Latitud: 2,7778396408, Longitud: -76,3238756382, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA SIERRA, Centro Poblado: LA SIERRA, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19392, Código Centro Poblado: 19392000, Latitud: 2,17932480074, Longitud: -76,7632016273, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA SIERRA, Centro Poblado: LA DEPRESIÓN, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19392, Código Centro Poblado: 19392001, Latitud: 2,18916054337, Longitud: -76,8478954222, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA SIERRA, Centro Poblado: LA CUCHILLA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19392, Código Centro Poblado: 19392005, Latitud: 2,18864546343, Longitud: -76,7542783276, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA SIERRA, Centro Poblado: LA CUCHILLA ALTA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19392, Código Centro Poblado: 19392006, Latitud: 2,19646238286, Longitud: -76,7484552599, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: LA VEGA, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397000, Latitud: 2,00178599421, Longitud: -76,7786274369, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: ALTAMIRA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397001, Latitud: 2,079668921, Longitud: -76,8134155904, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: ARBELA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397002, Latitud: 2,14383927737, Longitud: -76,7719300543, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: EL PALMAR, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397004, Latitud: 2,07016121557, Longitud: -76,8619963692, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: GUACHICONO, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397005, Latitud: 2,02948339846, Longitud: -76,67344258, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: LOS UVOS, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397006, Latitud: 2,10495860735, Longitud: -76,8833565024, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: PANCITARÁ, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397007, Latitud: 1,98003202253, Longitud: -76,7603347025, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: SAN MIGUEL, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397009, Latitud: 2,116809185, Longitud: -76,774666485, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: SANTA BÁRBARA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397010, Latitud: 2,06357496977, Longitud: -76,8214520178, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: SANTA JUANA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397011, Latitud: 2,13004003973, Longitud: -76,8058092536, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: ALBANIA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397012, Latitud: 2,09779848814, Longitud: -76,7994923664, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: BARBILLAS, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397018, Latitud: 2,00945453147, Longitud: -76,6811437148, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LA VEGA, Centro Poblado: SANTA RITA, Tipo Centro Poblado: CENTRO POBLADO (CP), Código Departamento: 19, Código Municipio: 19397, Código Centro Poblado: 19397019, Latitud: 2,07030569889, Longitud: -76,8481605066, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LÓPEZ DE MICAY, Centro Poblado: LÓPEZ, Tipo Centro Poblado: CABECERA MUNICIPAL (CM), Código Departamento: 19, Código Municipio: 19418, Código Centro Poblado: 19418000, Latitud: 2,84671477245, Longitud: -77,2476914851, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LÓPEZ DE MICAY, Centro Poblado: NOANAMITO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19418, Código Centro Poblado: 19418009, Latitud: 3,07803753643, Longitud: -77,5373740017, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LÓPEZ DE MICAY, Centro Poblado: PLAYA GRANDE, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19418, Código Centro Poblado: 19418010, Latitud: 2,91586276288, Longitud: -77,2293491078, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LÓPEZ DE MICAY, Centro Poblado: SAN ANTONIO DE CHUARE, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19418, Código Centro Poblado: 19418012, Latitud: 2,87438748679, Longitud: -77,2566847558, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LÓPEZ DE MICAY, Centro Poblado: SAN ISIDRO, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19418, Código Centro Poblado: 19418015, Latitud: 2,90658688756, Longitud: -77,2720083474, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LÓPEZ DE MICAY, Centro Poblado: SAN PEDRO DE NAYA, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19418, Código Centro Poblado: 19418016, Latitud: 3,24948493601, Longitud: -77,4269027821, Distrito: nan, Tipo Municipio: MUNICIPIO
Departamento: CAUCA, Municipio: LÓPEZ DE MICAY, Centro Poblado: TAPARAL, Tipo Centro Poblado: CABECERA CORREGIMIENTO MUNICIPAL (C), Código Departamento: 19, Código Municipio: 19418, Código Centro Poblado: 19418018, Latitud: 2,93972870933, Longitud: -77,3501640265, Distrito: nan, Tipo Municipio: MUNICIPIO
